CUSTOMER_ID,TOTAL_REVENUE,CLUSTER,SEGMENT
3881.0,42345.32,7,Segment 7
3885.0,987.27,2,Segment 8
3897.0,4847.81,2,Segment 8
3902.0,0.0,2,Segment 8
3907.0,17279.88,2,Segment 8
3910.0,355.19,2,Segment 8
3921.0,1381474.45,5,Segment 2
3934.0,90736.74,0,Segment 6
3941.0,5702.42,2,Segment 8
3971.0,34922.28,7,Segment 7
3980.0,3867.82,2,Segment 8
3983.0,4899.74,2,Segment 8
3989.0,455027.84,3,Segment 4
3991.0,185409.44,6,Segment 5
3994.0,7283.099999999999,2,Segment 8
3997.0,5786.3,2,Segment 8
3998.0,3529.87,2,Segment 8
4004.0,40402.119999999995,7,Segment 7
4005.0,8066.99,2,Segment 8
4006.0,683.3399999999999,2,Segment 8
4008.0,8309.17,2,Segment 8
4011.0,8148.78,2,Segment 8
4014.0,6830.4,2,Segment 8
4018.0,4956.93,2,Segment 8
4027.0,60696.38,7,Segment 7
4030.0,38125.1,7,Segment 7
4034.0,6409.69,2,Segment 8
4036.0,0.0,2,Segment 8
4045.0,-356.73000000000013,2,Segment 8
4048.0,9109.56,2,Segment 8
4051.0,25785.0,2,Segment 8
4053.0,56251.65,7,Segment 7
4060.0,94029.53,0,Segment 6
4063.0,62103.17,7,Segment 7
4298.0,0.0,2,Segment 8
4313.0,-32.95,2,Segment 8
4460.0,4633.96,2,Segment 8
4760.0,61291.74,7,Segment 7
4965.0,344.5,2,Segment 8
5171.0,100800.0,0,Segment 6
5650.0,8127.23,2,Segment 8
6025.0,-264.06999999999994,2,Segment 8
6296.0,33983.0,7,Segment 7
6454.0,4694.37,2,Segment 8
6476.0,1860.0,2,Segment 8
6733.0,-1958.91,2,Segment 8
6780.0,514.48,2,Segment 8
6797.0,26501.64,2,Segment 8
7825.0,49351.04,7,Segment 7
8516.0,3868.1600000000003,2,Segment 8
8524.0,18010.52,2,Segment 8
8560.0,6164.32,2,Segment 8
8563.0,62464.840000000004,7,Segment 7
8570.0,3557.75,2,Segment 8
8614.0,23189.64,2,Segment 8
8630.0,4358.83,2,Segment 8
8661.0,2659.41,2,Segment 8
9292.0,9702.65,2,Segment 8
